"","X","ID","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","PBH_actual","PDE_actual","BA_actual","MC_actual","Intent_actual","MG_actual","Agent","RT","MJ","keys","Gender","Gender.quant","Age","Nationality","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_variants","variants_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"6065",6065,14617974,"Main Stimuli J_YES (Latin Square) ",67,"SubstitutedConsent","crane","Substituted_Consent_Crane","Yes","No","yes","yes","no","No","Human",1127.52299999999,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SubstitutedConsentCrane","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"6066",6066,14617974,"Main Stimuli J_YES (Latin Square) ",68,"costless rescue","crane","Costless_Rescue_Crane","No","Yes","yes","yes","yes","Yes","Human",1265.92000000004,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","costless rescueCrane","Costless_Rescue","No","No","No","No","No","Yes"
"6067",6067,14617974,"Main Stimuli J_YES (Latin Square) ",69,"collapse bridge","crane","Collapse_Bridge_Crane","Yes","Yes","yes","yes","yes","Yes","Human",2696.22100000002,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","collapse bridgeCrane","Collapse_Bridge","Yes","No","No","No","No","Yes"
"6068",6068,14617974,"Main Stimuli J_YES (Latin Square) ",70,"Unprohibted_BetterAlternative_Equipment_Intended_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Crane","No","No","no","yes","no","Yes","AI",809.625999999931,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Equipment_Intended_Crane","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"6069",6069,14617974,"Main Stimuli J_YES (Latin Square) ",71,"InexpensiveRescue","trolley","Inexpensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",882.293999999994,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InexpensiveRescue","Inexpensive_Rescue","No","No","No","No","No","Yes"
"6070",6070,14617974,"Main Stimuli J_YES (Latin Square) ",72,"OmissionFootbridgePHO","trolley","Omission_Footbridge_PHO_Trolley","No","No","yes","no","yes","Yes","AI",2023.58299999998,"1","J_YES","Man",2,69,"United States","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","OmissionFootbridgePHOTrolley","Omission_Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"6071",6071,14617978,"Main Stimuli J_YES (Latin Square) ",1,"costless rescue","trolley","Costless_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","Human",947.999999999442,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","costless rescue","Costless_Rescue","No","No","No","No","No","Yes"
"6072",6072,14617978,"Main Stimuli J_YES (Latin Square) ",2,"FootbridgePHA&O","trolley","Footbridge_PHA_PHO_Trolley","Yes","No","yes","yes","no","No","AI",1493.49999999944,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&O","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"6073",6073,14617978,"Main Stimuli J_YES (Latin Square) ",3,"FootbridgePHO","crane","Footbridge_PHO_Crane","Yes","No","yes","yes","yes","No","Human",2173.89999999963,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHOCrane","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"6074",6074,14617978,"Main Stimuli J_YES (Latin Square) ",4,"SuicidalRescue","crane","Suicidal_Rescue_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1297.49999999963,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","SuicidalRescueCrane","Suicidal_Rescue","Yes","No","No","No","No","Yes"
"6075",6075,14617978,"Main Stimuli J_YES (Latin Square) ",5,"InefficientRisk","trolley","Inefficient_Risk_Trolley","No","No","yes","no","yes","Yes","Human",1133.39999999925,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InefficientRisk","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"6076",6076,14617978,"Main Stimuli J_YES (Latin Square) ",6,"OmissionBystanderPHO","trolley","Omission_Bystander_PHO_Trolley","No","No","yes","no","yes","Yes","Human",2425.79999999944,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","OmissionBystanderPHOTrolley","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"6077",6077,14617978,"Main Stimuli J_YES (Latin Square) ",7,"costless rescue","crane","Costless_Rescue_Crane","No","Yes","yes","yes","yes","Yes","Human",2655.09999999926,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","costless rescueCrane","Costless_Rescue","No","No","No","No","No","Yes"
"6078",6078,14617978,"Main Stimuli J_YES (Latin Square) ",8,"bystander","crane","Bystander_Crane","Yes","Yes","yes","yes","yes","Yes","AI",3145.49999999963,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","bystanderCrane","Bystander","Yes","No","No","No","No","Yes"
"6079",6079,14617978,"Main Stimuli J_YES (Latin Square) ",9,"intentional homicide","crane","Intentional_Homicide_Crane","Yes","No","yes","yes","no","No","AI",1829.39999999925,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"6080",6080,14617978,"Main Stimuli J_YES (Latin Square) ",10,"BystanderPHA&O","crane","Bystander_PHA_PHO_Crane","Yes","No","yes","yes","no","No","Human",2713.79999999926,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","BystanderPHA&OCrane","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"6081",6081,14617978,"Main Stimuli J_YES (Latin Square) ",11,"InexpensiveRescue","crane","Inexpensive_Rescue_Crane","No","Yes","yes","yes","yes","Yes","AI",1343.69999999963,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InexpensiveRescueCrane","Inexpensive_Rescue","No","No","No","No","No","Yes"
"6082",6082,14617978,"Main Stimuli J_YES (Latin Square) ",12,"InefficientRisk","crane","Inefficient_Risk_Crane","No","No","yes","no","yes","Yes","Human",633.599999999438,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InefficientRiskCrane","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"6083",6083,14617978,"Main Stimuli J_YES (Latin Square) ",13,"FootbridgePHA&O","crane","Footbridge_PHA_PHO_Crane","Yes","No","yes","yes","no","No","AI",2845.69999999963,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","FootbridgePHA&OCrane","Footbridge_PHA_PHO","Yes","Yes","Yes","No","No","No"
"6084",6084,14617978,"Main Stimuli J_YES (Latin Square) ",14,"ExpensiveRescue","trolley","Expensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","Human",1520.39999999999,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","ExpensiveRescue","Expensive_Rescue","No","No","No","No","No","Yes"
"6085",6085,14617978,"Main Stimuli J_YES (Latin Square) ",15,"InexpensiveRescue","trolley","Inexpensive_Rescue_Trolley","No","Yes","yes","yes","yes","Yes","AI",1345.10000000001,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","InexpensiveRescue","Inexpensive_Rescue","No","No","No","No","No","Yes"
"6086",6086,14617978,"Main Stimuli J_YES (Latin Square) ",16,"loop","crane","Loop_Track_Crane","Yes","No","yes","yes","no","No","Human",1344.89999999982,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","loopCrane","Loop_Track","Yes","Yes","Yes","No","No","No"
"6087",6087,14617978,"Main Stimuli J_YES (Latin Square) ",17,"Unprohibted_BetterAlternative_Equipment_Intended_","crane","Unprohibited_Better_Alternative_Equipment_Intended_Crane","No","No","no","yes","no","Yes","AI",1194.49999999945,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Equipment_Intended_Crane","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"6088",6088,14617978,"Main Stimuli J_YES (Latin Square) ",18,"drop man","crane","Drop_Man_Crane","Yes","No","yes","yes","no","No","AI",1334.60000000001,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","drop manCrane","Drop_Man","Yes","Yes","Yes","No","No","No"
"6089",6089,14617978,"Main Stimuli J_YES (Latin Square) ",19,"Unprohibted_BetterAlternative_","crane","Unprohibited_Better_Alternative_Crane","No","No","no","yes","yes","Yes","Human",856.099999999817,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","Unprohibted_BetterAlternative_Crane","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"6090",6090,14617978,"Main Stimuli J_YES (Latin Square) ",20,"loop","trolley","Loop_Track_Trolley","Yes","No","yes","yes","no","No","Human",1437.79999999999,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","loop","Loop_Track","Yes","Yes","Yes","No","No","No"
"6091",6091,14617978,"Main Stimuli J_YES (Latin Square) ",21,"man-in-front","trolley","Man_in_Front_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",1319.99999999962,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","man-in-front","Man_in_Front","Yes","No","No","No","No","Yes"
"6092",6092,14617978,"Main Stimuli J_YES (Latin Square) ",22,"bystander","trolley","Bystander_Trolley","Yes","Yes","yes","yes","yes","Yes","AI",633.799999999959,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","bystander","Bystander","Yes","No","No","No","No","Yes"
"6093",6093,14617978,"Main Stimuli J_YES (Latin Square) ",23,"implied consent","crane","Implied_Consent_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1038.89999999944,"1","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","implied consentCrane","Implied_Consent","Yes","No","No","No","No","Yes"
"6094",6094,14617978,"Main Stimuli J_YES (Latin Square) ",24,"collapse bridge","crane","Collapse_Bridge_Crane","Yes","Yes","yes","yes","yes","Yes","Human",1010.29999999999,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","collapse bridgeCrane","Collapse_Bridge","Yes","No","No","No","No","Yes"
"6095",6095,14617978,"Main Stimuli J_YES (Latin Square) ",25,"better alternative","crane","Better_Alternative_Crane","Yes","No","no","yes","yes","No","AI",1056.10000000001,"0","J_YES","Man",2,50,"United Kingdom","","","","","British or English or Scottish or Welsh or Northern Irish",NA,"","White",FALSE,"British or English or Scottish or Welsh or Northern Irish","British or English or Scottish or Welsh or Northern Irish","better alternativeCrane","Better_Alternative","Yes","Yes","No","Yes","No","No"
