"","X","ID","TVideo_1","Task.Name","Trial.Number","dilemmaAll","Context","Dilemma","RT","MJ","keys","PBH_actual","PDE_actual","Agent","BA_actual","MC_actual","Intent_actual","MG_actual","Gender","Gender.quant","Age","Nationality","Country_of_residence","cultural.arab","cultural.asian","cultural.black","cultural.multiple","cultural.white","cultural.prefNo","cultural.another","primary_cultural","multiple_cultural","identified_prefs","prefs_string","oldDilemma","Dilemma_base","PBH","PDE","Intent","BA","MC","MG"
"10564",10564,15133719,"InexpensiveRescue_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",52,"InexpensiveRescue","truck","Inexpensive_Rescue_Truck",462.599999999919,"1","J_YES","Yes","Yes","Ai","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","InexpensiveRescueTruck","Inexpensive_Rescue","No","No","No","No","No","Yes"
"10565",10565,15133719,"IntentionalHomicide_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",53,"intentional homicide","truck","Intentional_Homicide_Truck",798.600000011909,"0","J_YES","No","Yes","Ai","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","intentional homicideTruck","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"10566",10566,15133719,"ExpensiveEquipment_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",54,"expensive equipment","truck","Expensive_Equipment_Truck",953.200000023819,"0","J_YES","Yes","No","Ai","No","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","expensive equipmentTruck","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
"10567",10567,15133719,"Unprohibted_BetterAlternative_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",55,"Unprohibted_BetterAlternative_","trolley","Unprohibited_Better_Alternative_Trolley",424.799999999988,"1","J_YES","No","No","Human","No","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_Trolley","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"10568",10568,15133719,"InefficientRisk_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",56,"InefficientRisk","trolley","Inefficient_Risk_Trolley",437.400000000081,"0","J_YES","No","No","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","InefficientRisk","Inefficient_Risk","No","Yes","No","Yes","Yes","Yes"
"10569",10569,15133719,"CostlessRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",57,"costless rescue","mine","Costless_Rescue_Mine",378.500000011933,"1","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","costless rescueMine","Costless_Rescue","No","No","No","No","No","Yes"
"10570",10570,15133719,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",58,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","truck","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Truck",485.200000000012,"0","J_YES","No","No","Ai","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Truck","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"10571",10571,15133719,"ExpensiveRescue_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",59,"ExpensiveRescue","crane","Expensive_Rescue_Crane",385.00000001787,"1","J_YES","No","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveRescueCrane","Expensive_Rescue","No","No","No","No","No","Yes"
"10572",10572,15133719,"DropEquipment_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",60,"DropEquipment","truck","Drop_Equipment_Truck",3851.79999999999,"1","J_YES","No","Yes","Ai","No","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","DropEquipmentTruck","Drop_Equipment","No","No","No","No","No","Yes"
"10573",10573,15133719,"ExpensiveCollapse_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",61,"ExpensiveCollapse","trolley","Expensive_Collapse_Trolley",2166.59999999998,"1","J_YES","No","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveCollapse","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"10574",10574,15133719,"ManInFront_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",62,"man-in-front","crane","Man_in_Front_Crane",793.400000017893,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","man-in-frontCrane","Man_in_Front","Yes","No","No","No","No","Yes"
"10575",10575,15133719,"Footbridge_PHO_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",63,"FootbridgePHO","truck","Footbridge_PHO_Truck",1335.70000002382,"1","J_YES","Yes","Yes","Ai","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHOTruck","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"10576",10576,15133719,"SubstitutedConsent_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",64,"SubstitutedConsent","trolley","Substituted_Consent_Trolley",716.500000023865,"1","J_YES","Yes","No","Human","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SubstitutedConsent","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"10577",10577,15133719,"Omission_Bystander_PHO_Crane_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",65,"OmissionBystanderPHO","Crane","Omission_Bystander_PHO_Crane",1762.5,"0","J_YES","No","No","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","OmissionBystanderPHOCrane","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"10578",10578,15133719,"ExpensiveRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",66,"ExpensiveRescue","mine","Expensive_Rescue_Mine",1510.10000002384,"1","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveRescueMine","Expensive_Rescue","No","No","No","No","No","Yes"
"10579",10579,15133719,"IntentionalHomicide_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",67,"intentional homicide","trolley","Intentional_Homicide_Trolley",1904.09999999998,"0","J_YES","Yes","No","Human","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","intentional homicide","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"10580",10580,15133719,"Unprohibted_BetterAlternative_Equipment_Intended_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",68,"Unprohibted_BetterAlternative_Equipment_Intended_","truck","Unprohibited_Better_Alternative_Equipment_Intended_Truck",1566.20000000001,"1","J_YES","No","Yes","Human","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_Equipment_Intended_Truck","Unprohibited_Better_Alternative_Equipment_Intended","No","Yes","Yes","Yes","No","Yes"
"10581",10581,15133719,"Implied_Consent_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",69,"implied consent","crane","Implied_Consent_Crane",582.200000011944,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","implied consentCrane","Implied_Consent","Yes","No","No","No","No","Yes"
"10582",10582,15133719,"ImpliedConsent_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",70,"implied consent","truck","Implied_Consent_Truck",341.300000023853,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","implied consentTruck","Implied_Consent","Yes","No","No","No","No","Yes"
"10583",10583,15133719,"CollapseBridge_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",71,"collapse bridge","mine","Collapse_Bridge_Mine",1990.40000000596,"0","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","collapse bridgeMine","Collapse_Bridge","Yes","No","No","No","No","Yes"
"10584",10584,15133719,"DropEquipment_Crane_Hang.mp4","Main Stimuli J_YES (Simplified Latin Square)",72,"DropEquipment","Crane","Drop_Equipment_Crane",436.800000011921,"1","J_YES","No","No","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","DropEquipmentCraneHang","Drop_Equipment","No","No","No","No","No","Yes"
"10585",10585,15133719,"SubstitutedConsent_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",73,"SubstitutedConsent","truck","Substituted_Consent_Truck",1577.70000000595,"1","J_YES","No","Yes","Ai","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SubstitutedConsentTruck","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"10586",10586,15133719,"DropMan_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",74,"drop man","crane","Drop_Man_Crane",864.500000023865,"0","J_YES","Yes","No","Ai","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","drop manCrane","Drop_Man","Yes","Yes","Yes","No","No","No"
"10587",10587,15133719,"InexpensiveRescue_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",75,"InexpensiveRescue","mine","Inexpensive_Rescue_Mine",616.700000000012,"1","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","InexpensiveRescueMine","Inexpensive_Rescue","No","No","No","No","No","Yes"
"10588",10588,15133719,"ManInFront_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",76,"man-in-front","mine","Man_in_Front_Mine",1070.69999999995,"1","J_YES","Yes","Yes","Human","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","man-in-frontMine","Man_in_Front","Yes","No","No","No","No","Yes"
"10589",10589,15133719,"SubstitutedConsent_2_Trolley_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",77,"SubstitutedConsent","trolley","Substituted_Consent_Trolley",4941.10000001191,"1","J_YES","Yes","No","Ai","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","SubstitutedConsent2Trolley","Substituted_Consent","Yes","Yes","Yes","No","No","Yes"
"10590",10590,15133719,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",78,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","mine","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Mine",1542.70000002382,"0","J_YES","No","No","Ai","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Mine","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"10591",10591,15133719,"DropEquipment_Mine_Hang.mp4","Main Stimuli J_YES (Simplified Latin Square)",79,"DropEquipment","mine","Drop_Equipment_Mine",434.700000005949,"1","J_YES","Yes","Yes","Human","No","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","DropEquipmentMineHang","Drop_Equipment","No","No","No","No","No","Yes"
"10592",10592,15133719,"BetterAlternative_DisproportionateCost_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",80,"BetterAlternative_DisproportionateCost_","truck","Better_Alternative_Disproportionate_Cost_Truck",839.800000017858,"1","J_YES","Yes","No","Ai","No","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BetterAlternative_DisproportionateCost_Truck","Better_Alternative_Disproportionate_Cost","Yes","Yes","No","Yes","Yes","No"
"10593",10593,15133719,"HypotheticalConsent_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",81,"HypotheticalConsent","trolley","Hypothetical_Consent_Trolley",716.900000000023,"1","J_YES","No","No","Human","Yes","Yes","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","HypotheticalConsent","Hypothetical_Consent","Yes","Yes","Yes","No","No","Yes"
"10594",10594,15133719,"Unprohibted_BetterAlternative_DisproportionateCost_Truck_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",82,"Unprohibted_BetterAlternative_DisproportionateCost_","truck","Unprohibited_Better_Alternative_Disproportionate_Cost_Truck",957.500000023865,"1","J_YES","Yes","No","Human","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_DisproportionateCost_Truck","Unprohibited_Better_Alternative_Disproportionate_Cost","No","Yes","No","Yes","Yes","Yes"
"10595",10595,15133719,"Unprohibted_BetterAlternative_Mine_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",83,"Unprohibted_BetterAlternative_","mine","Unprohibited_Better_Alternative_Mine",5897.80000000598,"1","J_YES","Yes","Yes","Ai","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibted_BetterAlternative_Mine","Unprohibited_Better_Alternative","No","Yes","No","Yes","No","Yes"
"10596",10596,15133719,"Footbridge_PHO_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",84,"FootbridgePHO","mine","Footbridge_PHO_Mine",880.600000005972,"0","J_YES","Yes","Yes","Human","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHOMine","Footbridge_PHO","Yes","Yes","Yes","No","No","No"
"10597",10597,15133719,"ExpensiveCollapse_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",85,"ExpensiveCollapse","mine","Expensive_Collapse_Mine",1115.80000001192,"0","J_YES","Yes","Yes","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","ExpensiveCollapseMine","Expensive_Collapse","No","Yes","Yes","No","No","Yes"
"10598",10598,15133719,"Bystander_PHA&O_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",86,"BystanderPHA&O","truck","Bystander_PHA_PHO_Truck",1089.09999999998,"0","J_YES","No","Yes","Ai","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BystanderPHA&OTruck","Bystander_PHA_PHO","Yes","Yes","Yes","No","No","No"
"10599",10599,15133719,"Bystander_PHO_Truck_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",87,"BystanderPHO","truck","Bystander_PHO_Truck",1248.20000000595,"1","J_YES","Yes","Yes","Ai","Yes","Yes","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","BystanderPHOTruck","Bystander_PHO","Yes","No","No","No","No","Yes"
"10600",10600,15133719,"Omission_Bystander_PHO_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",88,"OmissionBystanderPHO","trolley","Omission_Bystander_PHO_Trolley",1945.40000000596,"1","J_YES","No","No","Human","Yes","No","Yes","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","OmissionBystanderPHOTrolley","Omission_Bystander_PHO","Yes","Yes","Yes","Yes","Yes","No"
"10601",10601,15133719,"Footbridge_PHA_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",89,"FootbridgePHA","mine","Footbridge_PHA_Mine",386.000000017928,"0","J_YES","No","Yes","Human","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","FootbridgePHAMine","Footbridge_PHA","Yes","Yes","Yes","No","No","No"
"10602",10602,15133719,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",90,"Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_","trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost_Trolley",799.700000017881,"1","J_YES","No","No","Human","No","No","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","Unprohibited_BetterAlternative_Equipment_Intended_DisproportionateCost_Trolley","Unprohibited_Better_Alternative_Equipment_Intended_Disproportionate_Cost","No","Yes","Yes","Yes","Yes","Yes"
"10603",10603,15133719,"DropMan_Mine_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",91,"drop man","mine","Drop_Man_Mine",922.600000017905,"1","J_YES","No","Yes","Human","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","drop manMine","Drop_Man","Yes","Yes","Yes","No","No","No"
"10604",10604,15133719,"IntentionalHomicide_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",92,"intentional homicide","crane","Intentional_Homicide_Crane",268.300000005984,"0","J_YES","Yes","No","Ai","Yes","Yes","No","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","intentional homicideCrane","Intentional_Homicide","Yes","Yes","Yes","No","No","No"
"10605",10605,15133719,"DropEquipment_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",93,"DropEquipment","trolley","Drop_Equipment_Trolley",482.300000017858,"1","J_YES","No","No","Human","Yes","Yes","No","Yes","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","DropEquipment","Drop_Equipment","No","No","No","No","No","Yes"
"10606",10606,15133719,"BetterAlternative_Trolley_newtimings.mp4","Main Stimuli J_YES (Simplified Latin Square)",94,"better alternative","trolley","Better_Alternative_Trolley",541.800000011921,"0","J_YES","Yes","No","Human","No","Yes","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","better alternative","Better_Alternative","Yes","Yes","No","Yes","No","No"
"10607",10607,15133719,"ExpensiveEquipment_Crane_AI.mp4","Main Stimuli J_YES (Simplified Latin Square)",95,"expensive equipment","crane","Expensive_Equipment_Crane",435.100000011967,"0","J_YES","Yes","No","Ai","No","No","Yes","No","Non-binary",3,60,"United States","United States",NA,NA,NA,NA,"Irish",NA,NA,"White",FALSE,"Irish","Irish","expensive equipmentCrane","Expensive_Equipment","Yes","Yes","No","No","Yes","No"
